scope,variant,cohort,n_days,albedo,storage_fraction,delivered_water_l_m2,mean_daily_max_surface_c,mean_surface_c,mean_air_excess_k_h,mean_watering_effect_k_h,min_daily_watering_effect_k_h,max_daily_watering_effect_k_h,mean_daily_max_reduction_by_watering_k,mean_daily_mean_reduction_by_watering_k,mean_reflected_shortwave_mj_m2,mean_initial_surface_water_kg_m2,mean_initial_base_water_kg_m2,mean_final_surface_water_kg_m2,mean_final_base_water_kg_m2,mean_extra_evaporation_vs_no_water_kg_m2,mean_interaction_k_h,mean_absorbed_shortwave_j_m2,mean_downward_kg_m2,mean_drained_kg_m2,mean_evaporated_kg_m2,mean_ground_out_j_m2,mean_irrigation_kg_m2,mean_latent_out_j_m2,mean_net_longwave_j_m2,mean_rain_kg_m2,mean_runoff_kg_m2,mean_sensible_out_j_m2,mean_upward_kg_m2,mean_water_enthalpy_net_j_m2
baseline_all,baseline,winter_zero_recorded_amount,1,0.1,0.8,4.760000000000001,26.54143803023037,8.813516407043934,84.8109989357965,2.4764241656972388,2.4764241656972388,2.4764241656972388,0.4128592199814882,0.08082279844582452,1.294,0.0,0.0,0.29532313685260986,2.0186189935795174,0.05276844681338978,0.0,11646000.0,4.411908416333997,2.3932894227541293,0.05276844681338978,1797960.6980557078,4.759999999999982,129282.69469280493,-5441580.499739609,0.0,0.0,3853406.91695583,0.0,34406.090332129555
baseline_all,baseline,winter_zero_recorded_amount,1,0.1,0.85,5.0575,26.523674512642685,8.808522401297866,84.65619025899834,2.6312328424954075,2.6312328424954075,2.6312328424954075,0.43062273756917335,0.08581680419189297,1.294,0.0,0.0,0.32347408253190446,2.284333072351914,0.05603057198869671,0.0,11646000.0,4.677995345479442,2.3936622731271835,0.05603057198869671,1798696.6195681447,5.057500000000014,137274.90137230698,-5438940.320991994,0.0,0.0,3846060.5512747345,0.0,39786.76713506464
baseline_all,baseline,winter_zero_recorded_amount,1,0.1,0.9,5.355,26.507518794662,8.803534721659629,84.50159212022473,2.785830981269015,2.785830981269015,2.785830981269015,0.4467784555498575,0.09080448383013007,1.294,0.0,0.0,0.35162990092881513,2.5500960917164113,0.059280965028001543,0.0,11646000.0,4.944089134043161,2.3939930423264006,0.059280965028001543,1799423.1494586996,5.3549999999999915,145238.36431860374,-5436309.656971101,0.0,0.0,3838738.8083046274,0.0,45169.578271914965
baseline_all,baseline,winter_zero_recorded_amount,1,0.1,0.95,5.6525,26.491338324764328,8.798553710745688,84.34721072647068,2.9402123750230658,2.9402123750230658,2.9402123750230658,0.4629589254475306,0.09578549474407083,1.294,0.0,0.0,0.37978997054890073,2.8159011849427027,0.06251969437039823,0.0,11646000.0,5.210190335080733,2.3942891501376953,0.06251969437039823,1800140.4212339288,5.652500000000034,153173.25120747567,-5433688.454659876,0.0,0.0,3831441.5519136805,0.0,50554.4308530694
baseline_all,baseline,winter_zero_recorded_amount,1,0.1,1.0,5.95,26.475133407019296,8.793579682317196,84.19305174844143,3.09437135305231,3.09437135305231,3.09437135305231,0.47916384319256267,0.10075952317256309,1.294,0.0,0.0,0.40795390499381967,3.081744093209585,0.06574683333249463,0.0,11646000.0,5.476299261673705,2.3945551684637683,0.06574683333249463,1800848.546315881,5.950000000000029,161079.74166461197,-5431076.656669062,0.0,0.0,3824168.633966908,0.0,55941.26276835169
baseline_all,baseline,winter_zero_recorded_amount,1,0.3,0.0,0.0,22.611969331704127,7.675064149754913,60.34943037374303,0.0,0.0,0.0,0.0,0.0,3.882,0.0,0.0,0.0,0.0,0.0,0.0,9058000.000000004,0.0,0.0,0.0,1449472.913789054,0.0,0.0,-4911035.901129498,0.0,0.0,2401467.489853736,0.0,0.0
baseline_all,baseline,winter_zero_recorded_amount,1,0.3,0.05,0.29750000000000004,22.594198862701173,7.671640494885558,60.236168521236436,0.11326185250659648,0.11326185250659648,0.11326185250659648,0.017770469002954314,0.0034236548693549196,3.882,0.0,0.0,0.005591320756147478,2.6114346556700464e-06,0.0024057336595486125,0.031108944122195226,9058000.000000004,0.28950294558430417,0.2895003341496483,0.0024057336595486125,1451290.1448152447,0.2974999999999989,5894.047465894099,-4909145.907276911,0.0,0.0,2396000.8600634085,0.0,914.5978214331357
baseline_all,baseline,winter_zero_recorded_amount,1,0.3,0.1,0.5950000000000001,22.576383152476755,7.6682104617375835,60.12290284053111,0.22652753321192165,0.22652753321192165,0.22652753321192165,0.03558617922737284,0.006853688017329773,3.882,0.0,0.0,0.011183008483871278,5.223040705959334e-06,0.004803814489316898,0.06216545453982292,9058000.000000004,0.57901317702681,0.5790079539861042,0.004803814489316898,1453099.7596614219,0.5949999999999978,11769.345498826402,-4907262.662006061,0.0,0.0,2390552.5686888094,0.0,1825.6707227900215
baseline_all,baseline,winter_zero_recorded_amount,1,0.3,0.15,0.8925,22.558329029185053,7.664728781895754,60.00847077234743,0.34095960139560333,0.34095960139560333,0.34095960139560333,0.05364030251907437,0.010335367859159561,3.882,0.0,0.0,0.016825533590973517,7.858390429720817e-06,0.007212444729504808,0.09348806196970827,9058000.000000004,0.8684620216795237,0.8684541632890955,0.007212444729504808,1454871.930402608,0.8925000000000031,17670.489587286782,-4905363.512676028,0.0,0.0,2385058.376345231,0.0,2658.46044975227
baseline_all,baseline,winter_zero_recorded_amount,1,0.3,0.2,1.1900000000000002,22.53853054093088,7.660831603990921,59.88556761132725,0.4638627624157863,0.4638627624157863,0.4638627624157863,0.073438790773249,0.014232545763992022,3.882,0.0,0.0,0.02292084771031234,1.0705215933504616e-05,0.009726588729583322,0.12703466394812324,9058000.000000004,1.157352563560106,1.157341858344189,0.009726588729583322,1455807.0300186588,1.1899999999999955,23830.142387479154,-4903287.134552162,0.0,0.0,2379057.439538147,0.0,2040.4683297490192
